image,BPP,PSNR,LPIPS
img_0000.png,0.0113983154296875,19.570932769680876,0.2662815451622009
img_0001.png,0.0113983154296875,20.607913630787635,0.3084566295146942
img_0002.png,0.0113983154296875,24.29580166961875,0.19257625937461853
img_0003.png,0.0113983154296875,17.925773121396592,0.45466259121894836
img_0004.png,0.0113983154296875,25.172649948148276,0.3668603301048279
img_0005.png,0.0113983154296875,13.507158329188657,0.39179348945617676
img_0006.png,0.0113983154296875,14.320044450328107,0.5444255471229553
img_0007.png,0.0113983154296875,19.587243345942213,0.38491523265838623
img_0008.png,0.0113983154296875,20.365916936418866,0.5348078012466431
img_0009.png,0.0113983154296875,26.517336388707555,0.08011668175458908
img_0010.png,0.0113983154296875,21.223994097337176,0.3256290555000305
img_0011.png,0.0113983154296875,21.972997592648444,0.1958530843257904
img_0012.png,0.0113983154296875,26.863296898489196,0.27575916051864624
img_0013.png,0.0113983154296875,29.43559889772156,0.11374291032552719
img_0014.png,0.0113983154296875,23.317433327383785,0.27956902980804443
img_0015.png,0.0113983154296875,18.73851234132696,0.3237302005290985
img_0016.png,0.0113983154296875,26.77893456837054,0.2265889197587967
img_0017.png,0.0113983154296875,16.27126338309332,0.3976629674434662
img_0018.png,0.0113983154296875,16.822792357545463,0.5946266055107117
img_0019.png,0.0113983154296875,18.587216925585054,0.4168378710746765
